"","indicator_ru","region","variable","value","indicator_en","unit","class"
"1059","Денежные доходы (в среднем на душу)","Ханты-Мансийский автономный округ-Югра",2005,18008.8,"Cash income (average per capita)","roubles","Living Standards"
"1060","Денежные доходы (в среднем на душу)","Ямало-Ненецкий автономный округ",2005,21766,"Cash income (average per capita)","roubles","Living Standards"
"1061","Денежные доходы (в среднем на душу)","Челябинская область",2005,6531.2,"Cash income (average per capita)","roubles","Living Standards"
"1062","Денежные доходы (в среднем на душу)","Сибирский федеральный округ",2005,6680.5,"Cash income (average per capita)","roubles","Living Standards"
"1063","Денежные доходы (в среднем на душу)","Республика Алтай",2005,4333.8,"Cash income (average per capita)","roubles","Living Standards"
"1064","Денежные доходы (в среднем на душу)","Республика Бурятия",2005,6044.1,"Cash income (average per capita)","roubles","Living Standards"
"1065","Денежные доходы (в среднем на душу)","Республика Тыва",2005,4099.1,"Cash income (average per capita)","roubles","Living Standards"
"1066","Денежные доходы (в среднем на душу)","Республика Хакасия",2005,5141,"Cash income (average per capita)","roubles","Living Standards"
"1067","Денежные доходы (в среднем на душу)","Алтайский край",2005,4579.8,"Cash income (average per capita)","roubles","Living Standards"
"1068","Денежные доходы (в среднем на душу)","Забайкальский край",2005,5887,"Cash income (average per capita)","roubles","Living Standards"
"1069","Денежные доходы (в среднем на душу)","Агинский Бурятский авт.округ",2005,5043.3,"Cash income (average per capita)","roubles","Living Standards"
"1070","Денежные доходы (в среднем на душу)","Красноярский край",2005,7709.9,"Cash income (average per capita)","roubles","Living Standards"
"1071","Денежные доходы (в среднем на душу)","Таймырский (Долгано-Ненецкий) авт.округ",2005,12168.1,"Cash income (average per capita)","roubles","Living Standards"
"1072","Денежные доходы (в среднем на душу)","Эвенкийский авт.окpуг",2005,10361.3,"Cash income (average per capita)","roubles","Living Standards"
"1073","Денежные доходы (в среднем на душу)","Иркутская область",2005,7040.9,"Cash income (average per capita)","roubles","Living Standards"
"1074","Денежные доходы (в среднем на душу)","Усть-Ордынский Бурятский авт.округ",2005,2220.3,"Cash income (average per capita)","roubles","Living Standards"
"1075","Денежные доходы (в среднем на душу)","Кемеровская область",2005,7812.8,"Cash income (average per capita)","roubles","Living Standards"
"1076","Денежные доходы (в среднем на душу)","Новосибирская область",2005,6649.6,"Cash income (average per capita)","roubles","Living Standards"
"1077","Денежные доходы (в среднем на душу)","Омская область",2005,6916.5,"Cash income (average per capita)","roubles","Living Standards"
"1078","Денежные доходы (в среднем на душу)","Томская область",2005,8076.5,"Cash income (average per capita)","roubles","Living Standards"
"1079","Денежные доходы (в среднем на душу)","Дальневосточный федеральный округ",2005,8892.1,"Cash income (average per capita)","roubles","Living Standards"
"1080","Денежные доходы (в среднем на душу)","Республика Саха (Якутия)",2005,11391.4,"Cash income (average per capita)","roubles","Living Standards"
"1081","Денежные доходы (в среднем на душу)","Камчатский край",2005,10834.5,"Cash income (average per capita)","roubles","Living Standards"
"1082","Денежные доходы (в среднем на душу)","Корякский автономный  округ",2005,12907.5,"Cash income (average per capita)","roubles","Living Standards"
"1083","Денежные доходы (в среднем на душу)","Приморский край",2005,7126.8,"Cash income (average per capita)","roubles","Living Standards"
"1084","Денежные доходы (в среднем на душу)","Хабаровский край",2005,9450.8,"Cash income (average per capita)","roubles","Living Standards"
"1085","Денежные доходы (в среднем на душу)","Амурская область",2005,5874.2,"Cash income (average per capita)","roubles","Living Standards"
"1086","Денежные доходы (в среднем на душу)","Магаданская область",2005,11106.5,"Cash income (average per capita)","roubles","Living Standards"
"1087","Денежные доходы (в среднем на душу)","Сахалинская область",2005,12548,"Cash income (average per capita)","roubles","Living Standards"
"1088","Денежные доходы (в среднем на душу)","Еврейская автономная область",2005,6269.5,"Cash income (average per capita)","roubles","Living Standards"
"1089","Денежные доходы (в среднем на душу)","Чукотский автономный округ",2005,20253.1,"Cash income (average per capita)","roubles","Living Standards"
"1090","Денежные доходы (в среднем на душу)","Российская Федерация",2006,10196,"Cash income (average per capita)","roubles","Living Standards"
"1091","Денежные доходы (в среднем на душу)","Центральный федеральный округ",2006,13882.6,"Cash income (average per capita)","roubles","Living Standards"
"1092","Денежные доходы (в среднем на душу)","Белгородская область",2006,7084.8,"Cash income (average per capita)","roubles","Living Standards"
"1093","Денежные доходы (в среднем на душу)","Брянская область",2006,6151.1,"Cash income (average per capita)","roubles","Living Standards"
"1094","Денежные доходы (в среднем на душу)","Владимирская область",2006,5684.7,"Cash income (average per capita)","roubles","Living Standards"
"1095","Денежные доходы (в среднем на душу)","Воронежская область",2006,7020.2,"Cash income (average per capita)","roubles","Living Standards"
"1096","Денежные доходы (в среднем на душу)","Ивановская область",2006,4464.8,"Cash income (average per capita)","roubles","Living Standards"
"1097","Денежные доходы (в среднем на душу)","Калужская область",2006,6994.1,"Cash income (average per capita)","roubles","Living Standards"
"1098","Денежные доходы (в среднем на душу)","Костромская область",2006,6299.5,"Cash income (average per capita)","roubles","Living Standards"
"1099","Денежные доходы (в среднем на душу)","Курская область",2006,6706.9,"Cash income (average per capita)","roubles","Living Standards"
"1100","Денежные доходы (в среднем на душу)","Липецкая область",2006,7706,"Cash income (average per capita)","roubles","Living Standards"
"1101","Денежные доходы (в среднем на душу)","Московская область",2006,10797.7,"Cash income (average per capita)","roubles","Living Standards"
"1102","Денежные доходы (в среднем на душу)","Орловская область",2006,5875.4,"Cash income (average per capita)","roubles","Living Standards"
"1103","Денежные доходы (в среднем на душу)","Рязанская область",2006,6175.4,"Cash income (average per capita)","roubles","Living Standards"
"1104","Денежные доходы (в среднем на душу)","Смоленская область",2006,6870.5,"Cash income (average per capita)","roubles","Living Standards"
"1105","Денежные доходы (в среднем на душу)","Тамбовская область",2006,6869.9,"Cash income (average per capita)","roubles","Living Standards"
"1106","Денежные доходы (в среднем на душу)","Тверская область",2006,7311.1,"Cash income (average per capita)","roubles","Living Standards"
"1107","Денежные доходы (в среднем на душу)","Тульская область",2006,6636.2,"Cash income (average per capita)","roubles","Living Standards"
"1108","Денежные доходы (в среднем на душу)","Ярославская область",2006,8153.6,"Cash income (average per capita)","roubles","Living Standards"
"1109","Денежные доходы (в среднем на душу)","г.Москва",2006,29802.6,"Cash income (average per capita)","roubles","Living Standards"
"1110","Денежные доходы (в среднем на душу)","Северо-Западный федеральный округ",2006,10970.7,"Cash income (average per capita)","roubles","Living Standards"
"1111","Денежные доходы (в среднем на душу)","Республика Карелия",2006,8802.5,"Cash income (average per capita)","roubles","Living Standards"
"1112","Денежные доходы (в среднем на душу)","Республика Коми",2006,13417.7,"Cash income (average per capita)","roubles","Living Standards"
"1113","Денежные доходы (в среднем на душу)","Архангельская область",2006,9539.4,"Cash income (average per capita)","roubles","Living Standards"
"1114","Денежные доходы (в среднем на душу)","Ненецкий автономный округ",2006,27201.2,"Cash income (average per capita)","roubles","Living Standards"
"1115","Денежные доходы (в среднем на душу)","Вологодская область",2006,8673.2,"Cash income (average per capita)","roubles","Living Standards"
"1116","Денежные доходы (в среднем на душу)","Калининградская область",2006,8887.6,"Cash income (average per capita)","roubles","Living Standards"
"1117","Денежные доходы (в среднем на душу)","Ленинградская область",2006,8288.3,"Cash income (average per capita)","roubles","Living Standards"
"1118","Денежные доходы (в среднем на душу)","Мурманская область",2006,12580,"Cash income (average per capita)","roubles","Living Standards"
"1119","Денежные доходы (в среднем на душу)","Новгородская область",2006,7207,"Cash income (average per capita)","roubles","Living Standards"
"1120","Денежные доходы (в среднем на душу)","Псковская область",2006,6382.3,"Cash income (average per capita)","roubles","Living Standards"
"1121","Денежные доходы (в среднем на душу)","г.Санкт-Петербург",2006,14148.2,"Cash income (average per capita)","roubles","Living Standards"
"1122","Денежные доходы (в среднем на душу)","Южный федеральный округ (по 2009 год)",2006,6813.8,"Cash income (average per capita)","roubles","Living Standards"
"1124","Денежные доходы (в среднем на душу)","Республика Адыгея",2006,4707.5,"Cash income (average per capita)","roubles","Living Standards"
"1125","Денежные доходы (в среднем на душу)","Республика Калмыкия",2006,3521.1,"Cash income (average per capita)","roubles","Living Standards"
"1126","Денежные доходы (в среднем на душу)","Краснодарский край",2006,7244.3,"Cash income (average per capita)","roubles","Living Standards"
"1127","Денежные доходы (в среднем на душу)","Астраханская область",2006,7089.6,"Cash income (average per capita)","roubles","Living Standards"
"1128","Денежные доходы (в среднем на душу)","Волгоградская область",2006,7911.5,"Cash income (average per capita)","roubles","Living Standards"
"1129","Денежные доходы (в среднем на душу)","Ростовская область",2006,7541.4,"Cash income (average per capita)","roubles","Living Standards"
"1131","Денежные доходы (в среднем на душу)","Республика Дагестан",2006,6260.7,"Cash income (average per capita)","roubles","Living Standards"
"1132","Денежные доходы (в среднем на душу)","Республика Ингушетия",2006,3002.4,"Cash income (average per capita)","roubles","Living Standards"
"1133","Денежные доходы (в среднем на душу)","Кабардино-Балкарская Республика",2006,5080.1,"Cash income (average per capita)","roubles","Living Standards"
"1134","Денежные доходы (в среднем на душу)","Карачаево-Черкесская Республика",2006,5534.2,"Cash income (average per capita)","roubles","Living Standards"
"1135","Денежные доходы (в среднем на душу)","Республика Северная Осетия - Алания",2006,6027.3,"Cash income (average per capita)","roubles","Living Standards"
"1137","Денежные доходы (в среднем на душу)","Ставропольский край",2006,6587.3,"Cash income (average per capita)","roubles","Living Standards"
"1138","Денежные доходы (в среднем на душу)","Приволжский федеральный округ",2006,7995.7,"Cash income (average per capita)","roubles","Living Standards"
"1139","Денежные доходы (в среднем на душу)","Республика Башкортостан",2006,8909.4,"Cash income (average per capita)","roubles","Living Standards"
"1140","Денежные доходы (в среднем на душу)","Республика Марий Эл",2006,4909.5,"Cash income (average per capita)","roubles","Living Standards"
"1141","Денежные доходы (в среднем на душу)","Республика Мордовия",2006,4878.5,"Cash income (average per capita)","roubles","Living Standards"
"1142","Денежные доходы (в среднем на душу)","Республика Татарстан",2006,9368.9,"Cash income (average per capita)","roubles","Living Standards"
"1143","Денежные доходы (в среднем на душу)","Удмуртская Республика",2006,6266.1,"Cash income (average per capita)","roubles","Living Standards"
"1144","Денежные доходы (в среднем на душу)","Чувашская Республика",2006,5383.5,"Cash income (average per capita)","roubles","Living Standards"
"1145","Денежные доходы (в среднем на душу)","Пермский край",2006,10982.3,"Cash income (average per capita)","roubles","Living Standards"
"1147","Денежные доходы (в среднем на душу)","Кировская область",2006,5772.5,"Cash income (average per capita)","roubles","Living Standards"
"1148","Денежные доходы (в среднем на душу)","Нижегородская область",2006,8056.5,"Cash income (average per capita)","roubles","Living Standards"
"1149","Денежные доходы (в среднем на душу)","Оренбургская область",2006,6174.9,"Cash income (average per capita)","roubles","Living Standards"
"1150","Денежные доходы (в среднем на душу)","Пензенская область",2006,5658.9,"Cash income (average per capita)","roubles","Living Standards"
"1151","Денежные доходы (в среднем на душу)","Самарская область",2006,11529.5,"Cash income (average per capita)","roubles","Living Standards"
"1152","Денежные доходы (в среднем на душу)","Саратовская область",2006,6134.5,"Cash income (average per capita)","roubles","Living Standards"
"1153","Денежные доходы (в среднем на душу)","Ульяновская область",2006,6157.1,"Cash income (average per capita)","roubles","Living Standards"
"1154","Денежные доходы (в среднем на душу)","Уральский федеральный округ",2006,12038.3,"Cash income (average per capita)","roubles","Living Standards"
"1155","Денежные доходы (в среднем на душу)","Курганская область",2006,6535.3,"Cash income (average per capita)","roubles","Living Standards"
"1156","Денежные доходы (в среднем на душу)","Свердловская область",2006,11012.2,"Cash income (average per capita)","roubles","Living Standards"
"1157","Денежные доходы (в среднем на душу)","Тюменская область",2006,18621.9,"Cash income (average per capita)","roubles","Living Standards"
"1158","Денежные доходы (в среднем на душу)","Ханты-Мансийский автономный округ-Югра",2006,22379.8,"Cash income (average per capita)","roubles","Living Standards"
"1159","Денежные доходы (в среднем на душу)","Ямало-Ненецкий автономный округ",2006,27081.3,"Cash income (average per capita)","roubles","Living Standards"
"1160","Денежные доходы (в среднем на душу)","Челябинская область",2006,8613.5,"Cash income (average per capita)","roubles","Living Standards"
"1161","Денежные доходы (в среднем на душу)","Сибирский федеральный округ",2006,8346.2,"Cash income (average per capita)","roubles","Living Standards"
"1162","Денежные доходы (в среднем на душу)","Республика Алтай",2006,5470.4,"Cash income (average per capita)","roubles","Living Standards"
"1163","Денежные доходы (в среднем на душу)","Республика Бурятия",2006,7020,"Cash income (average per capita)","roubles","Living Standards"
"1164","Денежные доходы (в среднем на душу)","Республика Тыва",2006,4720.1,"Cash income (average per capita)","roubles","Living Standards"
"1165","Денежные доходы (в среднем на душу)","Республика Хакасия",2006,6366.7,"Cash income (average per capita)","roubles","Living Standards"
"1166","Денежные доходы (в среднем на душу)","Алтайский край",2006,6255.9,"Cash income (average per capita)","roubles","Living Standards"
"1167","Денежные доходы (в среднем на душу)","Забайкальский край",2006,7081.4,"Cash income (average per capita)","roubles","Living Standards"
"1168","Денежные доходы (в среднем на душу)","Агинский Бурятский авт.округ",2006,6806.2,"Cash income (average per capita)","roubles","Living Standards"
"1169","Денежные доходы (в среднем на душу)","Красноярский край",2006,9640.2,"Cash income (average per capita)","roubles","Living Standards"
"1170","Денежные доходы (в среднем на душу)","Таймырский (Долгано-Ненецкий) авт.округ",2006,13797.5,"Cash income (average per capita)","roubles","Living Standards"
"1171","Денежные доходы (в среднем на душу)","Эвенкийский авт.окpуг",2006,12865.7,"Cash income (average per capita)","roubles","Living Standards"
"1172","Денежные доходы (в среднем на душу)","Иркутская область",2006,8684,"Cash income (average per capita)","roubles","Living Standards"
"1173","Денежные доходы (в среднем на душу)","Усть-Ордынский Бурятский авт.округ",2006,3101.5,"Cash income (average per capita)","roubles","Living Standards"
"1174","Денежные доходы (в среднем на душу)","Кемеровская область",2006,9442.8,"Cash income (average per capita)","roubles","Living Standards"
"1175","Денежные доходы (в среднем на душу)","Новосибирская область",2006,8399.4,"Cash income (average per capita)","roubles","Living Standards"
"1176","Денежные доходы (в среднем на душу)","Омская область",2006,8993.3,"Cash income (average per capita)","roubles","Living Standards"
"1177","Денежные доходы (в среднем на душу)","Томская область",2006,9896.5,"Cash income (average per capita)","roubles","Living Standards"
"1178","Денежные доходы (в среднем на душу)","Дальневосточный федеральный округ",2006,11096.9,"Cash income (average per capita)","roubles","Living Standards"
"1179","Денежные доходы (в среднем на душу)","Республика Саха (Якутия)",2006,13629.7,"Cash income (average per capita)","roubles","Living Standards"
"1180","Денежные доходы (в среднем на душу)","Камчатский край",2006,13236.8,"Cash income (average per capita)","roubles","Living Standards"
"1181","Денежные доходы (в среднем на душу)","Корякский автономный  округ",2006,15268.4,"Cash income (average per capita)","roubles","Living Standards"
"1182","Денежные доходы (в среднем на душу)","Приморский край",2006,9041,"Cash income (average per capita)","roubles","Living Standards"
"1183","Денежные доходы (в среднем на душу)","Хабаровский край",2006,11998.6,"Cash income (average per capita)","roubles","Living Standards"
"1184","Денежные доходы (в среднем на душу)","Амурская область",2006,7232.9,"Cash income (average per capita)","roubles","Living Standards"
"1185","Денежные доходы (в среднем на душу)","Магаданская область",2006,13748.2,"Cash income (average per capita)","roubles","Living Standards"
"1186","Денежные доходы (в среднем на душу)","Сахалинская область",2006,16211.5,"Cash income (average per capita)","roubles","Living Standards"
"1187","Денежные доходы (в среднем на душу)","Еврейская автономная область",2006,7395.6,"Cash income (average per capita)","roubles","Living Standards"
"1188","Денежные доходы (в среднем на душу)","Чукотский автономный округ",2006,24320.1,"Cash income (average per capita)","roubles","Living Standards"
"1189","Денежные доходы (в среднем на душу)","Российская Федерация",2007,12602.7,"Cash income (average per capita)","roubles","Living Standards"
"1190","Денежные доходы (в среднем на душу)","Центральный федеральный округ",2007,17084.7,"Cash income (average per capita)","roubles","Living Standards"
"1191","Денежные доходы (в среднем на душу)","Белгородская область",2007,9403.6,"Cash income (average per capita)","roubles","Living Standards"
"1192","Денежные доходы (в среднем на душу)","Брянская область",2007,7597.5,"Cash income (average per capita)","roubles","Living Standards"
"1193","Денежные доходы (в среднем на душу)","Владимирская область",2007,7095.9,"Cash income (average per capita)","roubles","Living Standards"
"1194","Денежные доходы (в среднем на душу)","Воронежская область",2007,8530.3,"Cash income (average per capita)","roubles","Living Standards"
"1195","Денежные доходы (в среднем на душу)","Ивановская область",2007,5692.8,"Cash income (average per capita)","roubles","Living Standards"
"1196","Денежные доходы (в среднем на душу)","Калужская область",2007,9291.6,"Cash income (average per capita)","roubles","Living Standards"
"1197","Денежные доходы (в среднем на душу)","Костромская область",2007,7711.4,"Cash income (average per capita)","roubles","Living Standards"
"1198","Денежные доходы (в среднем на душу)","Курская область",2007,8613,"Cash income (average per capita)","roubles","Living Standards"
"1199","Денежные доходы (в среднем на душу)","Липецкая область",2007,9611.5,"Cash income (average per capita)","roubles","Living Standards"
"1200","Денежные доходы (в среднем на душу)","Московская область",2007,14480.7,"Cash income (average per capita)","roubles","Living Standards"
"1201","Денежные доходы (в среднем на душу)","Орловская область",2007,7182.7,"Cash income (average per capita)","roubles","Living Standards"
"1202","Денежные доходы (в среднем на душу)","Рязанская область",2007,8114.6,"Cash income (average per capita)","roubles","Living Standards"
"1203","Денежные доходы (в среднем на душу)","Смоленская область",2007,8436.5,"Cash income (average per capita)","roubles","Living Standards"
"1204","Денежные доходы (в среднем на душу)","Тамбовская область",2007,8592.2,"Cash income (average per capita)","roubles","Living Standards"
"1205","Денежные доходы (в среднем на душу)","Тверская область",2007,8591.7,"Cash income (average per capita)","roubles","Living Standards"
"1206","Денежные доходы (в среднем на душу)","Тульская область",2007,8373.2,"Cash income (average per capita)","roubles","Living Standards"
"1207","Денежные доходы (в среднем на душу)","Ярославская область",2007,9937.6,"Cash income (average per capita)","roubles","Living Standards"
"1208","Денежные доходы (в среднем на душу)","г.Москва",2007,35489.7,"Cash income (average per capita)","roubles","Living Standards"
"1209","Денежные доходы (в среднем на душу)","Северо-Западный федеральный округ",2007,13282.2,"Cash income (average per capita)","roubles","Living Standards"
"1210","Денежные доходы (в среднем на душу)","Республика Карелия",2007,10095.1,"Cash income (average per capita)","roubles","Living Standards"
"1211","Денежные доходы (в среднем на душу)","Республика Коми",2007,16216.2,"Cash income (average per capita)","roubles","Living Standards"
"1212","Денежные доходы (в среднем на душу)","Архангельская область",2007,11573.7,"Cash income (average per capita)","roubles","Living Standards"
"1213","Денежные доходы (в среднем на душу)","Ненецкий автономный округ",2007,37927.4,"Cash income (average per capita)","roubles","Living Standards"
"1214","Денежные доходы (в среднем на душу)","Вологодская область",2007,10499.4,"Cash income (average per capita)","roubles","Living Standards"
"1215","Денежные доходы (в среднем на душу)","Калининградская область",2007,11399.2,"Cash income (average per capita)","roubles","Living Standards"
"1216","Денежные доходы (в среднем на душу)","Ленинградская область",2007,10552.7,"Cash income (average per capita)","roubles","Living Standards"
"1217","Денежные доходы (в среднем на душу)","Мурманская область",2007,15221.3,"Cash income (average per capita)","roubles","Living Standards"
"1218","Денежные доходы (в среднем на душу)","Новгородская область",2007,8612.6,"Cash income (average per capita)","roubles","Living Standards"
"1219","Денежные доходы (в среднем на душу)","Псковская область",2007,7863,"Cash income (average per capita)","roubles","Living Standards"
"1220","Денежные доходы (в среднем на душу)","г.Санкт-Петербург",2007,16876.4,"Cash income (average per capita)","roubles","Living Standards"
"1221","Денежные доходы (в среднем на душу)","Южный федеральный округ (по 2009 год)",2007,8716.8,"Cash income (average per capita)","roubles","Living Standards"
"1223","Денежные доходы (в среднем на душу)","Республика Адыгея",2007,5763.4,"Cash income (average per capita)","roubles","Living Standards"
"1224","Денежные доходы (в среднем на душу)","Республика Калмыкия",2007,4465.8,"Cash income (average per capita)","roubles","Living Standards"
"1225","Денежные доходы (в среднем на душу)","Краснодарский край",2007,9778.4,"Cash income (average per capita)","roubles","Living Standards"
"1226","Денежные доходы (в среднем на душу)","Астраханская область",2007,8691.4,"Cash income (average per capita)","roubles","Living Standards"
"1227","Денежные доходы (в среднем на душу)","Волгоградская область",2007,9453.5,"Cash income (average per capita)","roubles","Living Standards"
"1228","Денежные доходы (в среднем на душу)","Ростовская область",2007,9630.4,"Cash income (average per capita)","roubles","Living Standards"
"1230","Денежные доходы (в среднем на душу)","Республика Дагестан",2007,7981.4,"Cash income (average per capita)","roubles","Living Standards"
"1231","Денежные доходы (в среднем на душу)","Республика Ингушетия",2007,4005.9,"Cash income (average per capita)","roubles","Living Standards"
"1232","Денежные доходы (в среднем на душу)","Кабардино-Балкарская Республика",2007,6643.1,"Cash income (average per capita)","roubles","Living Standards"
"1233","Денежные доходы (в среднем на душу)","Карачаево-Черкесская Республика",2007,6939,"Cash income (average per capita)","roubles","Living Standards"
"1234","Денежные доходы (в среднем на душу)","Республика Северная Осетия - Алания",2007,7872.1,"Cash income (average per capita)","roubles","Living Standards"
"1236","Денежные доходы (в среднем на душу)","Ставропольский край",2007,8273.4,"Cash income (average per capita)","roubles","Living Standards"
"1237","Денежные доходы (в среднем на душу)","Приволжский федеральный округ",2007,9929.9,"Cash income (average per capita)","roubles","Living Standards"
"1238","Денежные доходы (в среднем на душу)","Республика Башкортостан",2007,11078.9,"Cash income (average per capita)","roubles","Living Standards"
"1239","Денежные доходы (в среднем на душу)","Республика Марий Эл",2007,6087.3,"Cash income (average per capita)","roubles","Living Standards"
"1240","Денежные доходы (в среднем на душу)","Республика Мордовия",2007,6137.8,"Cash income (average per capita)","roubles","Living Standards"
"1241","Денежные доходы (в среднем на душу)","Республика Татарстан",2007,11576.9,"Cash income (average per capita)","roubles","Living Standards"
"1242","Денежные доходы (в среднем на душу)","Удмуртская Республика",2007,7826.2,"Cash income (average per capita)","roubles","Living Standards"
"1243","Денежные доходы (в среднем на душу)","Чувашская Республика",2007,6749.6,"Cash income (average per capita)","roubles","Living Standards"
"1244","Денежные доходы (в среднем на душу)","Пермский край",2007,13481,"Cash income (average per capita)","roubles","Living Standards"
"1246","Денежные доходы (в среднем на душу)","Кировская область",2007,7238.4,"Cash income (average per capita)","roubles","Living Standards"
"1247","Денежные доходы (в среднем на душу)","Нижегородская область",2007,10181,"Cash income (average per capita)","roubles","Living Standards"
"1248","Денежные доходы (в среднем на душу)","Оренбургская область",2007,7688.6,"Cash income (average per capita)","roubles","Living Standards"
"1249","Денежные доходы (в среднем на душу)","Пензенская область",2007,8002.4,"Cash income (average per capita)","roubles","Living Standards"
"1250","Денежные доходы (в среднем на душу)","Самарская область",2007,13982.1,"Cash income (average per capita)","roubles","Living Standards"
"1251","Денежные доходы (в среднем на душу)","Саратовская область",2007,7251.7,"Cash income (average per capita)","roubles","Living Standards"
"1252","Денежные доходы (в среднем на душу)","Ульяновская область",2007,7785.7,"Cash income (average per capita)","roubles","Living Standards"
"1253","Денежные доходы (в среднем на душу)","Уральский федеральный округ",2007,15025.1,"Cash income (average per capita)","roubles","Living Standards"
"1254","Денежные доходы (в среднем на душу)","Курганская область",2007,8479,"Cash income (average per capita)","roubles","Living Standards"
"1255","Денежные доходы (в среднем на душу)","Свердловская область",2007,14243.3,"Cash income (average per capita)","roubles","Living Standards"
"1256","Денежные доходы (в среднем на душу)","Тюменская область",2007,22519.4,"Cash income (average per capita)","roubles","Living Standards"
"1257","Денежные доходы (в среднем на душу)","Ханты-Мансийский автономный округ-Югра",2007,27109.6,"Cash income (average per capita)","roubles","Living Standards"
"1258","Денежные доходы (в среднем на душу)","Ямало-Ненецкий автономный округ",2007,31512,"Cash income (average per capita)","roubles","Living Standards"
"1259","Денежные доходы (в среднем на душу)","Челябинская область",2007,10636.7,"Cash income (average per capita)","roubles","Living Standards"
"1260","Денежные доходы (в среднем на душу)","Сибирский федеральный округ",2007,10286,"Cash income (average per capita)","roubles","Living Standards"
"1261","Денежные доходы (в среднем на душу)","Республика Алтай",2007,6934.5,"Cash income (average per capita)","roubles","Living Standards"
"1262","Денежные доходы (в среднем на душу)","Республика Бурятия",2007,8891.5,"Cash income (average per capita)","roubles","Living Standards"
"1263","Денежные доходы (в среднем на душу)","Республика Тыва",2007,5816.6,"Cash income (average per capita)","roubles","Living Standards"
"1264","Денежные доходы (в среднем на душу)","Республика Хакасия",2007,7981.6,"Cash income (average per capita)","roubles","Living Standards"
"1265","Денежные доходы (в среднем на душу)","Алтайский край",2007,7438,"Cash income (average per capita)","roubles","Living Standards"
"1266","Денежные доходы (в среднем на душу)","Забайкальский край",2007,8212.2,"Cash income (average per capita)","roubles","Living Standards"
"1267","Денежные доходы (в среднем на душу)","Агинский Бурятский авт.округ",2007,7816.4,"Cash income (average per capita)","roubles","Living Standards"
"1268","Денежные доходы (в среднем на душу)","Красноярский край",2007,12654.1,"Cash income (average per capita)","roubles","Living Standards"
"1271","Денежные доходы (в среднем на душу)","Иркутская область",2007,10078.1,"Cash income (average per capita)","roubles","Living Standards"
"1272","Денежные доходы (в среднем на душу)","Усть-Ордынский Бурятский авт.округ",2007,4083.3,"Cash income (average per capita)","roubles","Living Standards"
"1273","Денежные доходы (в среднем на душу)","Кемеровская область",2007,11700.4,"Cash income (average per capita)","roubles","Living Standards"
"1274","Денежные доходы (в среднем на душу)","Новосибирская область",2007,10316.9,"Cash income (average per capita)","roubles","Living Standards"
"1275","Денежные доходы (в среднем на душу)","Омская область",2007,11317.5,"Cash income (average per capita)","roubles","Living Standards"
"1276","Денежные доходы (в среднем на душу)","Томская область",2007,11889.8,"Cash income (average per capita)","roubles","Living Standards"
"1277","Денежные доходы (в среднем на душу)","Дальневосточный федеральный округ",2007,13376.2,"Cash income (average per capita)","roubles","Living Standards"
"1278","Денежные доходы (в среднем на душу)","Республика Саха (Якутия)",2007,15682.8,"Cash income (average per capita)","roubles","Living Standards"
"1279","Денежные доходы (в среднем на душу)","Камчатский край",2007,15962.2,"Cash income (average per capita)","roubles","Living Standards"
"1281","Денежные доходы (в среднем на душу)","Приморский край",2007,10796.8,"Cash income (average per capita)","roubles","Living Standards"
"1282","Денежные доходы (в среднем на душу)","Хабаровский край",2007,14573.9,"Cash income (average per capita)","roubles","Living Standards"
"1283","Денежные доходы (в среднем на душу)","Амурская область",2007,9388.6,"Cash income (average per capita)","roubles","Living Standards"
"1284","Денежные доходы (в среднем на душу)","Магаданская область",2007,16459.6,"Cash income (average per capita)","roubles","Living Standards"
"1285","Денежные доходы (в среднем на душу)","Сахалинская область",2007,20178,"Cash income (average per capita)","roubles","Living Standards"
"1286","Денежные доходы (в среднем на душу)","Еврейская автономная область",2007,8443,"Cash income (average per capita)","roubles","Living Standards"
"1287","Денежные доходы (в среднем на душу)","Чукотский автономный округ",2007,27858.3,"Cash income (average per capita)","roubles","Living Standards"
"1288","Денежные доходы (в среднем на душу)","Российская Федерация",2008,14940.6,"Cash income (average per capita)","roubles","Living Standards"
"1289","Денежные доходы (в среднем на душу)","Центральный федеральный округ",2008,19104.9,"Cash income (average per capita)","roubles","Living Standards"
"1290","Денежные доходы (в среднем на душу)","Белгородская область",2008,12757.9,"Cash income (average per capita)","roubles","Living Standards"
"1291","Денежные доходы (в среднем на душу)","Брянская область",2008,10042.6,"Cash income (average per capita)","roubles","Living Standards"
"1292","Денежные доходы (в среднем на душу)","Владимирская область",2008,9596.2,"Cash income (average per capita)","roubles","Living Standards"
"1293","Денежные доходы (в среднем на душу)","Воронежская область",2008,10304.8,"Cash income (average per capita)","roubles","Living Standards"
"1294","Денежные доходы (в среднем на душу)","Ивановская область",2008,8353.8,"Cash income (average per capita)","roubles","Living Standards"
"1295","Денежные доходы (в среднем на душу)","Калужская область",2008,11755.9,"Cash income (average per capita)","roubles","Living Standards"
"1296","Денежные доходы (в среднем на душу)","Костромская область",2008,9413.2,"Cash income (average per capita)","roubles","Living Standards"
"1297","Денежные доходы (в среднем на душу)","Курская область",2008,11411,"Cash income (average per capita)","roubles","Living Standards"
"1298","Денежные доходы (в среднем на душу)","Липецкая область",2008,12274.4,"Cash income (average per capita)","roubles","Living Standards"
"1299","Денежные доходы (в среднем на душу)","Московская область",2008,19712.8,"Cash income (average per capita)","roubles","Living Standards"
